team,year,league,shots made,shots attempted,free throws made,free throws attempted,offensive rebounds,defensive rebounds,total rebounds,assists,fouls commited,steals,turnovers,blocks,total points,made shots allowed,shot attempts allowed,made free throws against,free throw attempts allowed,offensive rebounds allowed,defensive rebounds allowed,total rebounds allowed,assists allowed,fouls against,steals against,turnovers against,blocks against,3 pointers allowed,points allowed,pace,games won,games lost,win pct,Over 500,Champion,Playoffs,Playoff Win,Final 2
NJN,1992,N,3272,7084,1732,2258,1291,2506,3797,1872,1892,693,1355,526,8431,3231,6945,1665,2248,1102,2345,3447,1786,1881,780,1304,416,201,8328,98.378738,43,39,0.524390244,Yes,No,Yes,No,No
NYK,1992,N,3209,6898,1717,2316,1150,2660,3810,2125,2111,680,1296,372,8328,2822,6621,1949,2582,1031,2325,3356,1658,2010,657,1360,384,230,7823,97.60199,60,22,0.731707317,Yes,No,Yes,Yes,No
ORL,1992,N,3257,6708,1821,2495,1040,2566,3606,1952,1925,542,1429,467,8652,3307,7255,1682,2306,1166,2271,3437,2091,1975,715,1119,401,248,8544,99.223663,41,41,0.5,No,No,No,No,No
PHI,1992,N,3225,7075,1776,2259,1031,2431,3462,2038,1604,672,1362,566,8556,3666,7548,1417,1878,1258,2634,3892,2406,1790,781,1290,491,280,9029,101.57373,26,56,0.317073171,No,No,No,No,No
PHO,1992,N,3494,7093,1912,2539,1141,2510,3651,2087,1739,752,1359,455,9298,3500,7307,1502,2078,1118,2316,3434,2107,2041,708,1328,512,250,8752,101.89526,62,20,0.756097561,Yes,No,Yes,Yes,Yes
POR,1992,N,3361,7343,1901,2551,1226,2507,3733,1969,1892,770,1215,425,8898,3337,7125,1692,2226,1022,2527,3549,2059,2089,649,1404,452,277,8643,102.38723,51,31,0.62195122,Yes,No,Yes,No,No
SAC,1992,N,3360,7264,1865,2447,1137,2281,3418,2075,2085,768,1364,348,8847,3420,7024,2054,2711,1138,2562,3700,2073,2010,767,1466,551,213,9107,103.42458,25,57,0.304878049,No,No,No,No,No
SAS,1992,N,3311,6762,1794,2346,919,2542,3461,2012,1844,582,1227,514,8652,3290,7177,1583,2051,1082,2388,3470,1905,1998,655,1131,373,270,8433,98.094925,49,33,0.597560976,Yes,No,Yes,Yes,No
SEA,1992,N,3473,7140,1720,2259,1222,2254,3476,1906,1971,944,1267,409,8884,3143,6707,1746,2299,1075,2220,3295,1835,1853,655,1516,406,272,8304,98.746689,55,27,0.670731707,Yes,No,Yes,Yes,No
UTA,1992,N,3336,6828,1907,2491,1041,2463,3504,2177,1965,746,1270,344,8709,3258,6970,1743,2343,1120,2314,3434,1928,1970,648,1291,468,272,8531,98.664734,47,35,0.573170732,Yes,No,Yes,No,No
WA1,1992,N,3302,7065,1575,2107,1031,2317,3348,2110,1795,673,1323,359,8353,3557,7214,1577,2106,1135,2555,3690,2062,1818,718,1279,425,239,8930,100.13797,22,60,0.268292683,No,No,No,No,No
ATL,1993,N,3247,7039,1556,2070,1250,2423,3673,2056,1625,915,1252,449,8318,3163,6954,1285,1732,1157,2358,3515,1897,1722,641,1465,338,275,7886,96.554962,57,25,0.695121951,Yes,No,Yes,Yes,No
BOS,1993,N,3333,7057,1463,2003,1037,2380,3417,1928,1849,674,1242,440,8267,3357,7034,1673,2218,1131,2508,3639,2089,1738,690,1273,414,231,8618,98.485115,32,50,0.390243902,No,No,No,No,No
CHA,1993,N,3382,7100,1632,2135,1019,2475,3494,2214,1747,724,1266,394,8732,3463,7359,1507,2036,1217,2467,3684,2116,1761,629,1260,430,317,8750,100.23177,41,41,0.5,No,No,No,No,No
CHI,1993,N,3245,6815,1310,1859,1143,2391,3534,2102,1750,740,1306,354,8033,3029,6542,1470,1987,985,2240,3225,1840,1725,730,1335,374,252,7780,94.055008,55,27,0.670731707,Yes,No,Yes,Yes,No
CLE,1993,N,3133,6731,1736,2254,1090,2353,3443,2049,1701,705,1136,426,8296,3131,6741,1446,1967,1059,2335,3394,2006,1797,628,1293,461,258,7966,94.339066,47,35,0.573170732,Yes,No,Yes,No,No
DAL,1993,N,3055,7070,1450,1942,1271,2150,3421,1629,2007,767,1393,299,7801,3212,6508,1841,2498,1101,2503,3604,1970,1649,782,1428,507,249,8514,96.583488,13,69,0.158536585,No,No,No,No,No
DEN,1993,N,3156,6781,1739,2423,1105,2557,3662,1763,1926,679,1422,686,8221,3065,7000,1761,2349,1118,2331,3449,1745,1957,725,1245,502,208,8099,98.66304,42,40,0.512195122,Yes,No,Yes,Yes,No
DET,1993,N,3169,7017,1253,1715,1027,2320,3347,1767,1935,602,1236,309,7949,3255,6878,1805,2451,1191,2590,3781,2097,1602,721,1169,368,272,8587,96.187263,20,62,0.243902439,No,No,No,No,No
GSW,1993,N,3512,7145,1529,2304,1183,2396,3579,2198,1789,804,1433,511,8844,3428,7332,1540,2108,1324,2408,3732,2184,1870,842,1426,408,305,8701,101.35616,50,32,0.609756098,Yes,No,Yes,No,No
HOU,1993,N,3197,6733,1469,1978,926,2619,3545,2087,1646,717,1338,485,8292,3152,7166,1377,1871,1138,2434,3572,1901,1743,767,1221,312,257,7938,97.229935,58,24,0.707317073,Yes,Yes,Yes,Yes,Yes
IND,1993,N,3167,6516,1762,2387,1130,2409,3539,2055,1974,706,1440,457,8280,2978,6614,1768,2422,1132,2153,3285,1902,1986,826,1340,389,273,7997,95.274162,47,35,0.573170732,Yes,No,Yes,Yes,No
LAC,1993,N,3343,7163,1509,2128,1120,2410,3530,2169,1769,807,1474,421,8447,3512,7421,1584,2209,1348,2568,3916,2220,1788,898,1364,476,308,8916,101.91219,27,55,0.329268293,No,No,No,No,No
LAL,1993,N,3291,7316,1410,1967,1260,2204,3464,1983,1877,751,1197,461,8233,3337,7008,1683,2346,1284,2533,3817,2163,1659,664,1344,427,228,8585,98.022644,33,49,0.402439024,No,No,No,No,No
MIA,1993,N,3197,6896,1744,2223,1235,2407,3642,1856,2024,643,1315,374,8475,3036,6641,1889,2527,1074,2266,3340,1821,1946,689,1314,438,295,8256,96.380424,42,40,0.512195122,Yes,No,Yes,No,No
MIL,1993,N,3044,6807,1530,2181,1126,2154,3280,1946,1821,800,1343,407,7949,3255,6625,1684,2284,1086,2495,3581,2092,1777,768,1416,420,286,8480,96.359871,20,62,0.243902439,No,No,No,No,No
MIN,1993,N,2985,6535,1777,2303,990,2343,3333,1967,2016,600,1478,440,7930,3244,6874,1783,2451,1102,2296,3398,2108,1855,824,1164,549,227,8498,97.007523,20,62,0.243902439,No,No,No,No,No
NJN,1993,N,3169,7115,1900,2495,1300,2556,3856,1900,1693,696,1196,576,8461,3266,7125,1514,2038,1142,2528,3670,1919,1901,715,1248,582,235,8281,98.130219,45,37,0.548780488,Yes,No,Yes,No,No
NYK,1993,N,3098,6735,1564,2097,1175,2542,3717,2067,2001,752,1360,385,8076,2783,6451,1684,2341,1016,2245,3261,1677,1897,677,1420,333,253,7503,95.055138,57,25,0.695121951,Yes,No,Yes,Yes,Yes
ORL,1993,N,3341,6883,1590,2346,1177,2356,3533,2070,1713,683,1327,456,8666,3263,7125,1525,2047,1197,2305,3502,2103,1844,756,1228,442,296,8347,97.437599,50,32,0.609756098,Yes,No,Yes,No,No
PHI,1993,N,3103,6819,1509,2112,1012,2394,3406,1827,1488,663,1368,525,8033,3549,7338,1297,1744,1202,2607,3809,2357,1729,806,1190,385,263,8658,97.895241,25,57,0.304878049,No,No,No,No,No
PHO,1993,N,3429,7080,1674,2301,1220,2453,3673,2261,1639,745,1305,460,8876,3379,7135,1438,1998,1086,2247,3333,2154,1870,748,1254,437,283,8479,98.873848,56,26,0.682926829,Yes,No,Yes,Yes,No
POR,1993,N,3371,7427,1781,2396,1302,2460,3762,2070,1827,744,1210,409,8795,3311,7057,1661,2216,1016,2481,3497,2094,1944,654,1391,393,296,8579,101.5133,47,35,0.573170732,Yes,No,Yes,No,No
SAC,1993,N,3179,7027,1676,2292,1122,2349,3471,2029,1979,669,1333,355,8291,3360,7017,1767,2448,1189,2574,3763,2052,1895,746,1341,498,277,8764,99.677917,28,54,0.341463415,No,No,No,No,No
SAS,1993,N,3178,6688,1597,2151,1189,2597,3786,1896,1662,561,1198,450,8202,3066,6880,1349,1875,1089,2153,3242,1769,1791,632,1020,346,290,7771,92.345825,55,27,0.670731707,Yes,No,Yes,No,No
SEA,1993,N,3338,6901,1769,2374,1148,2233,3381,2112,1914,1053,1262,365,8687,2928,6459,1760,2374,1084,2191,3275,1808,1884,686,1666,421,326,7942,97.57782,63,19,0.768292683,Yes,No,Yes,No,No
UTA,1993,N,3207,6729,1761,2379,1059,2385,3444,2179,1988,751,1191,364,8354,2973,6641,1773,2444,1100,2327,3427,1806,1922,593,1318,459,289,8008,95.746544,53,29,0.646341463,Yes,No,Yes,Yes,No
WA1,1993,N,3195,6826,1618,2162,1071,2189,3260,1823,1715,701,1403,321,8229,3569,7026,1444,1996,1119,2632,3481,2113,1823,815,1291,470,252,8834,97.821983,24,58,0.292682927,No,No,No,No,No
ATL,1994,N,2986,6680,1410,1948,1104,2272,3376,1757,1804,738,1221,412,7921,3001,6485,1394,1919,1051,2391,3442,1733,1815,608,1359,320,420,7816,92.418594,42,40,0.512195122,Yes,No,Yes,No,No
BOS,1994,N,3179,6847,1708,2268,1156,2320,3476,1783,1975,612,1305,361,8428,3303,6820,1601,2225,1064,2335,3399,1999,1922,653,1232,454,375,8582,96.464554,35,47,0.426829268,No,No,Yes,No,No
CHA,1994,N,3051,6438,1587,2042,832,2395,3227,2072,1685,620,1224,399,8249,3088,6807,1375,1859,1102,2365,3467,1898,1859,535,1216,368,429,7980,93.482056,50,32,0.609756098,Yes,No,Yes,No,No
CHI,1994,N,3191,6710,1500,2065,1106,2294,3400,1970,1962,797,1297,352,8325,2923,6399,1682,2280,1068,2252,3320,1713,1892,687,1485,369,401,7929,94.457283,47,35,0.573170732,Yes,No,Yes,Yes,No
CLE,1994,N,2756,6255,1507,1982,1045,2237,3282,1672,1694,630,1176,349,7417,2803,6083,1364,1801,851,2246,3097,1812,1770,556,1213,433,396,7366,87.607971,43,39,0.524390244,Yes,No,Yes,No,No
DAL,1994,N,3227,7342,1622,2210,1514,2433,3947,1941,1811,579,1345,348,8462,3407,6982,1454,1981,1053,2379,3432,1991,1925,722,1250,502,432,8700,97.885567,36,46,0.43902439,No,No,No,No,No
DEN,1994,N,3098,6461,1700,2305,1040,2402,3442,1836,2063,660,1381,585,8309,3050,6695,1721,2296,1021,2207,3228,1784,1956,640,1167,460,419,8240,94.690819,41,41,0.5,No,No,Yes,No,No
DET,1994,N,3060,6633,1439,1941,958,2204,3162,1872,2151,705,1318,420,8053,3120,6558,1963,2720,1147,2432,3579,2013,1746,693,1286,439,448,8651,95.13443,28,54,0.341463415,No,No,No,No,No
GSW,1994,N,3217,6873,1687,2395,1101,2371,3472,2017,1804,649,1497,391,8667,3527,7233,1565,2175,1196,2527,3723,2345,2133,865,1326,412,492,9111,100.58569,26,56,0.317073171,No,No,No,No,No
HOU,1994,N,3159,6579,1527,2039,880,2440,3320,2060,1714,721,1322,514,8491,3202,7061,1407,1874,1165,2386,3551,1940,1779,744,1274,365,506,8317,96.173241,47,35,0.573170732,Yes,Yes,Yes,Yes,Yes
IND,1994,N,2983,6248,1796,2390,1051,2290,3341,1877,1939,703,1340,363,8136,2921,6408,1516,2089,1048,2156,3204,1804,2058,691,1370,416,475,7833,92.093918,52,30,0.634146342,Yes,No,Yes,Yes,No
LAC,1994,N,3060,6888,1476,2079,1064,2076,3140,1805,2152,787,1334,435,7927,3207,6470,1876,2503,1083,2536,3619,1917,1905,693,1506,459,388,8678,97.106163,17,65,0.207317073,No,No,No,No,No
LAL,1994,N,3284,7088,1523,2072,1126,2316,3442,2078,1933,750,1243,563,8616,3299,7050,1580,2233,1283,2474,3757,2203,1807,644,1390,489,456,8634,98.249161,48,34,0.585365854,Yes,No,Yes,Yes,No
MIA,1994,N,3144,6738,1569,2133,1092,2272,3364,1779,2000,662,1291,298,8293,3092,6566,1732,2340,1036,2355,3391,1860,1896,656,1332,385,511,8427,95.293266,32,50,0.390243902,No,No,No,No,No
MIL,1994,N,3022,6586,1608,2259,1063,2187,3250,1737,1858,674,1393,359,8146,3248,6589,1517,2081,1014,2337,3351,2103,1973,770,1359,407,491,8504,95.24781,34,48,0.414634146,No,No,No,No,No
MIN,1994,N,2792,6219,1824,2355,883,2090,2973,1780,2074,609,1400,402,7726,3088,6509,1820,2491,1169,2305,3474,2069,1982,703,1323,512,468,8464,93.867653,21,61,0.256097561,No,No,No,No,No
NJN,1994,N,2939,6738,1750,2305,1213,2569,3782,1884,1844,544,1300,548,8042,3182,6904,1495,2073,1056,2435,3491,1826,1911,733,1104,440,440,8299,94.907669,30,52,0.365853659,No,No,No,No,No
NYK,1994,N,2985,6394,1552,2114,929,2473,3402,2055,2102,591,1305,387,8054,2800,6410,1802,2449,1021,2317,3338,1584,1907,639,1264,324,397,7799,93.260132,55,27,0.670731707,Yes,No,Yes,Yes,No
ORL,1994,N,3460,6899,1648,2465,1149,2457,3606,2281,1726,672,1297,488,9091,3242,7093,1560,2106,1136,2226,3362,1986,1954,700,1234,367,468,8512,98.2071,57,25,0.695121951,Yes,No,Yes,Yes,Yes
PHI,1994,N,2949,6577,1567,2125,1105,2230,3335,1566,1835,643,1355,576,7820,3100,6663,1569,2057,1143,2317,3460,1992,1859,712,1299,422,467,8236,93.594711,24,58,0.292682927,No,No,No,No,No
PHO,1994,N,3356,6967,1777,2352,1027,2403,3430,2198,1839,687,1167,312,9073,3320,6963,1590,2138,1038,2431,3469,2149,2026,658,1285,391,525,8755,98.469154,59,23,0.719512195,Yes,No,Yes,Yes,No
POR,1994,N,3217,7134,1555,2230,1352,2443,3795,1846,2024,668,1212,467,8451,2951,6465,1794,2380,883,2295,3178,1789,1938,638,1302,405,442,8138,96.13504,44,38,0.536585366,Yes,No,Yes,No,No
SAC,1994,N,3025,6463,1647,2317,1073,2325,3398,1824,2040,650,1449,457,8056,2964,6549,1833,2473,1145,2268,3413,1820,2033,756,1348,515,377,8138,94.879143,39,43,0.475609756,No,No,No,No,No
SAS,1994,N,3236,6687,1836,2487,1029,2661,3690,1919,1871,656,1246,456,8742,3168,6974,1491,2089,1017,2303,3320,1878,2063,633,1182,408,426,8253,97.041855,62,20,0.756097561,Yes,No,Yes,Yes,No
SEA,1994,N,3310,6741,1944,2564,1068,2337,3405,2115,2067,917,1295,392,9055,3008,6637,1848,2514,1064,2207,3271,1849,2024,652,1485,493,520,8384,98.274063,57,25,0.695121951,Yes,No,Yes,No,No
UTA,1994,N,3243,6339,1939,2483,874,2412,3286,2256,2045,758,1289,392,8726,2845,6282,1835,2477,917,2125,3042,1713,2053,648,1353,429,546,8071,94.612007,60,22,0.731707317,Yes,No,Yes,No,No
WA1,1994,N,3176,6899,1457,2013,1044,2219,3263,1749,1949,648,1301,404,8242,3246,6768,1771,2315,1107,2161,3628,1959,1775,701,1359,446,438,8701,97.18618,21,61,0.256097561,No,No,No,No,No
ATL,1995,N,2985,6665,1523,2012,1182,2148,3330,1609,1714,771,1228,319,8059,3044,6419,1392,1865,1054,2292,3346,1841,1807,580,1405,338,479,7959,91.786407,46,36,0.56097561,Yes,No,Yes,Yes,No
BOS,1995,N,3163,6942,1630,2284,1050,2427,3477,1792,2041,653,1302,406,8495,3296,6856,1767,2366,1040,2590,3630,1916,1965,667,1314,489,415,8774,98.936943,33,49,0.402439024,No,No,No,No,No
CHA,1995,N,3108,6618,1631,2119,987,2256,3243,1907,1815,582,1241,277,8431,3254,6651,1440,1957,953,2358,3311,2049,1829,536,1215,368,530,8478,94.152916,41,41,0.5,No,No,No,No,No
CHI,1995,N,3293,6892,1495,2004,1247,2411,3658,2033,1807,745,1175,345,8625,2880,6428,1424,1985,981,2136,3117,1592,1856,595,1405,312,437,7621,93.238617,72,10,0.878048781,Yes,Yes,Yes,Yes,Yes
CLE,1995,N,2761,5998,1355,1775,867,2055,2922,1818,1685,674,1073,340,7473,2674,5787,1400,1844,874,2167,3041,1818,1667,504,1282,336,513,7261,84.560928,47,35,0.573170732,Yes,No,Yes,No,No
DAL,1995,N,3124,7431,1426,1975,1408,2379,3787,1913,1836,642,1270,342,8409,3403,6921,1535,2097,1087,2726,3813,1978,1841,702,1348,531,470,8811,98.3125,26,56,0.317073171,No,No,No,No,No
DEN,1995,N,3001,6657,1614,2173,1057,2487,3544,1851,1882,521,1265,597,8013,3091,6741,1600,2105,934,2385,3319,1875,1899,617,1130,418,453,8235,94.792839,35,47,0.426829268,No,No,No,No,No
DET,1995,N,2810,6122,1657,2206,884,2440,3324,1610,1953,506,1215,352,7822,2827,6375,1458,2039,964,2268,3232,1729,1887,556,1153,385,505,7617,89.960701,46,36,0.56097561,Yes,No,Yes,No,No
GSW,1995,N,3056,6700,1775,2340,1173,2285,3458,1889,1835,706,1343,470,8334,3206,6753,1564,2097,1114,2292,3406,2098,1959,698,1375,385,477,8453,95.71125,36,46,0.43902439,No,No,No,No,No
HOU,1995,N,3078,6638,1611,2106,919,2455,3374,1982,1753,645,1245,476,8404,3178,6910,1423,2012,1126,2499,3625,1945,1847,670,1224,400,482,8261,95.394798,48,34,0.585365854,Yes,No,Yes,Yes,No
IND,1995,N,2979,6205,1823,2416,1010,2262,3272,1917,2031,579,1335,323,8144,2841,6291,1703,2302,1004,2051,3055,1726,2041,663,1259,420,493,7878,91.575119,52,30,0.634146342,Yes,No,Yes,No,No
LAC,1995,N,3126,6618,1392,1984,979,2190,3169,1672,2008,703,1355,411,8153,3090,6471,1824,2444,1034,2362,3396,1658,1860,689,1357,401,444,8448,95.107117,29,53,0.353658537,No,No,No,No,No
LAL,1995,N,3216,6706,1529,2049,995,2303,3298,2080,1702,722,1163,516,8438,3118,6806,1395,1891,1146,2316,3462,2006,1806,588,1334,483,442,8073,94.292892,53,29,0.646341463,Yes,No,Yes,No,No
MIA,1995,N,2902,6348,1553,2187,999,2495,3494,1752,2158,574,1394,439,7909,2734,6303,1878,2498,982,2315,3297,1645,2031,662,1288,403,446,7792,93.155449,42,40,0.512195122,Yes,No,Yes,No,No
MIL,1995,N,3034,6490,1412,1914,973,2164,3137,1755,1943,582,1295,307,7837,3084,6421,1590,2193,998,2305,3303,1940,1752,648,1212,373,514,8272,92.192551,25,57,0.304878049,No,No,No,No,No
MIN,1995,N,2974,6481,1797,2314,985,2271,3256,1867,1994,650,1426,481,8024,3086,6586,1761,2368,1036,2317,3353,1966,1940,725,1343,498,530,8463,95.945747,26,56,0.317073171,No,No,No,No,No
NJN,1995,N,2881,6750,1672,2244,1350,2503,3853,1752,1880,627,1375,571,7684,3006,6625,1476,1994,1028,2355,3383,1876,1925,665,1270,516,543,8031,93.71946,30,52,0.365853659,No,No,No,No,No
NYK,1995,N,3003,6382,1480,1954,829,2449,3278,1822,1864,645,1272,377,7971,2859,6471,1621,2191,995,2425,3420,1671,1762,653,1293,281,442,7781,93.182045,47,35,0.573170732,Yes,No,Yes,Yes,No
ORL,1995,N,3203,6640,1543,2232,966,2401,3367,2080,1709,663,1160,406,8571,3060,6736,1499,2037,1087,2365,3452,1869,1827,644,1238,324,496,8115,94.279358,60,22,0.731707317,Yes,No,Yes,Yes,No
PHI,1995,N,2796,6418,1662,2263,1031,2161,3192,1629,1777,643,1414,420,7746,3284,6796,1472,1986,1164,2478,3642,2109,1912,723,1288,469,526,8566,94.226173,18,64,0.219512195,No,No,No,No,No
PHO,1995,N,3159,6673,1907,2472,1009,2501,3510,2001,1776,623,1207,331,8552,3217,6837,1540,2083,1003,2382,3385,2088,2011,586,1191,420,551,8525,96.097572,41,41,0.5,No,No,Yes,No,No
POR,1995,N,3064,6688,1537,2321,1160,2577,3737,1760,1859,594,1377,417,8145,2953,6677,1574,2127,932,2316,3248,1817,1996,708,1192,409,472,7952,95.486664,44,38,0.536585366,Yes,No,Yes,No,No
SAC,1995,N,2971,6494,1759,2407,1114,2345,3459,1829,2131,643,1442,436,8163,2987,6461,1950,2596,1056,2312,3368,1805,2006,767,1356,505,461,8385,95.397217,39,43,0.475609756,No,No,Yes,No,No
SAS,1995,N,3148,6602,1663,2261,937,2586,3523,2044,1820,645,1195,536,8477,3017,6866,1485,2034,1109,2473,3582,1849,1972,604,1257,428,441,7960,95.273201,59,23,0.719512195,Yes,No,Yes,Yes,No
SEA,1995,N,3074,6401,1843,2424,954,2449,3403,1999,1967,882,1441,393,8572,2873,6553,1654,2309,1074,2255,3329,1776,2010,758,1517,391,533,7933,96.498398,64,18,0.780487805,Yes,No,Yes,Yes,Yes
TOR,1995,N,3084,6598,1412,1953,1071,2213,3284,1927,1987,745,1544,493,7994,3146,6624,1799,2416,1098,2274,3372,1990,1739,766,1326,482,519,8610,95.766129,21,61,0.256097561,No,No,No,No,No
UTA,1995,N,3129,6417,1769,2302,993,2373,3366,2139,2046,667,1215,418,8404,2747,6174,1820,2422,936,2149,3085,1640,1983,584,1284,409,550,7864,92.104797,55,27,0.670731707,Yes,No,Yes,Yes,No
VAN,1995,N,2772,6483,1446,1998,957,2170,3127,1706,1852,728,1347,333,7362,3080,6486,1561,2129,1102,2550,3652,1988,1785,698,1423,474,459,8180,93.653946,15,67,0.182926829,No,No,No,No,No
WA1,1995,N,3202,6618,1511,2076,930,2327,3257,1815,1981,592,1327,506,8408,3061,6650,1822,2378,1105,2370,3475,1690,1891,696,1362,390,377,8321,95.986122,39,43,0.475609756,No,No,No,No,No
ATL,1996,N,2812,6307,1491,1955,1021,2350,3371,1557,1591,701,1228,427,7774,2804,6451,1235,1676,1045,2225,3270,1665,1747,605,1267,332,485,7328,89.355354,56,26,0.682926829,Yes,No,Yes,Yes,No
BOS,1996,N,3066,6967,1649,2199,1095,2188,3283,1792,1915,810,1342,315,8248,3365,6696,1626,2257,1005,2628,3633,2130,1827,720,1446,557,493,8849,98.584229,15,67,0.182926829,No,No,No,No,No
CHA,1996,N,2988,6342,1541,1984,910,2298,3208,2021,1702,597,1203,349,8108,3056,6650,1356,1857,1077,2256,3333,1783,1781,532,1143,335,487,7955,90.904984,54,28,0.658536585,Yes,No,Yes,No,No
CHI,1996,N,3277,6923,1381,1848,1235,2461,3696,2142,1617,716,1109,332,8458,2898,6653,1305,1770,1088,2205,3293,1619,1732,624,1293,286,471,7572,92.149277,69,13,0.841463415,Yes,Yes,Yes,Yes,Yes
CLE,1996,N,2704,5972,1282,1773,909,2159,3068,1714,1882,655,1188,315,7173,2488,5638,1587,2138,845,2186,3031,1647,1748,549,1331,350,459,7022,85.19239,42,40,0.512195122,Yes,No,No,No,No
DAL,1996,N,2813,6452,1375,1918,1040,2262,3302,1663,1798,654,1324,351,7431,2966,6469,1482,1974,1098,2428,3526,1794,1720,687,1284,433,538,7952,91.282356,24,58,0.292682927,No,No,No,No,No
DEN,1996,N,2934,6687,1516,1992,994,2452,3446,1889,1784,503,1359,487,8020,3297,7063,1457,1943,1086,2459,3545,1846,1725,724,1057,453,484,8535,95.597145,21,61,0.256097561,No,No,No,No,No
DET,1996,N,2827,6095,1487,1995,858,2292,3150,1554,1652,632,1041,283,7723,2768,6231,1229,1668,964,2264,3228,1795,1784,488,1195,282,528,7293,86.738876,54,28,0.658536585,Yes,No,Yes,No,No
GSW,1996,N,2997,6567,1696,2180,1086,2259,3345,1822,1787,611,1410,359,8171,3199,6735,1578,2103,1089,2272,3361,2159,1886,824,1288,395,581,8557,94.945137,30,52,0.365853659,No,No,No,No,No
HOU,1996,N,3037,6484,1503,1992,927,2565,3492,2013,1610,685,1365,347,8248,3030,6845,1302,1785,1029,2332,3361,1835,1735,731,1172,365,519,7881,94.113274,57,25,0.695121951,Yes,No,Yes,Yes,No
IND,1996,N,2851,6254,1687,2336,1029,2390,3419,1750,1977,585,1338,394,7819,2799,6357,1642,2182,1004,2261,3265,1737,1952,693,1289,418,499,7739,91.822914,39,43,0.475609756,No,No,No,No,No
LAC,1996,N,2989,6696,1517,2074,1092,2242,3334,1662,1964,733,1311,441,7969,2975,6445,1732,2312,1051,2450,3501,1654,1860,737,1369,419,480,8162,94.330605,36,46,0.43902439,No,No,Yes,No,No
LAL,1996,N,3018,6642,1613,2330,1092,2414,3506,1845,1818,740,1222,575,8200,2922,6619,1527,2126,1110,2368,3478,1880,1934,620,1341,388,479,7850,94.178307,56,26,0.682926829,Yes,No,Yes,Yes,No
MIA,1996,N,2822,6235,1454,2022,957,2402,3359,1735,1919,650,1306,439,7776,2687,6226,1541,2108,999,2321,3320,1512,1831,646,1324,392,411,7326,90.36805,61,21,0.743902439,Yes,No,Yes,Yes,No
MIL,1996,N,2967,6303,1560,2104,955,2263,3218,1610,1892,632,1285,348,7818,2999,6355,1606,2197,975,2257,3232,1820,1777,688,1201,392,369,7973,91.300247,33,49,0.402439024,No,No,No,No,No
MIN,1996,N,2937,6436,1637,2180,957,2302,3259,1874,1818,618,1243,557,7882,2945,6539,1646,2184,1069,2364,3433,1785,1829,654,1283,445,467,8003,93.045212,40,42,0.487804878,No,No,Yes,No,No
NJN,1996,N,2994,7091,1502,2031,1410,2376,3786,1726,1865,677,1290,481,7974,3100,6684,1628,2185,1065,2464,3529,1925,1780,675,1257,516,520,8348,94.899933,26,56,0.317073171,No,No,No,No,No
NYK,1996,N,2882,6227,1585,2119,973,2516,3489,1809,2033,629,1462,378,7819,2665,6272,1752,2389,911,2220,3131,1589,1882,727,1333,295,481,7563,93.035301,57,25,0.695121951,Yes,No,Yes,Yes,No
ORL,1996,N,2839,6497,1474,1975,1071,2221,3292,1689,1643,694,1250,363,7719,2966,6450,1361,1860,1080,2398,3478,1798,1769,704,1314,417,455,7748,90.94342,45,37,0.548780488,Yes,No,Yes,No,No
PHI,1996,N,3003,6850,1776,2450,1267,2355,3622,1695,1733,683,1437,394,8215,3314,7045,1565,2134,1186,2453,3639,2066,2008,822,1278,494,558,8751,97.752121,22,60,0.268292683,No,No,No,No,No
PHO,1996,N,3143,6705,1618,2125,916,2376,3292,2067,1727,664,1180,322,8431,3183,6818,1466,1984,1048,2461,3509,1996,1840,662,1298,372,545,8377,95.76371,40,42,0.487804878,No,No,Yes,No,No
POR,1996,N,3000,6465,1613,2261,1058,2494,3552,1710,1928,640,1357,435,8114,2798,6423,1719,2327,952,2197,3149,1703,1887,656,1242,428,457,7772,93.652977,49,33,0.597560976,Yes,No,Yes,No,No
SAC,1996,N,3000,6611,1494,2067,1100,2307,3407,1799,1946,588,1332,362,7908,3010,6521,1723,2337,1063,2341,3404,1777,1789,716,1257,429,442,8185,93.653221,34,48,0.414634146,No,No,No,No,No
SAS,1996,N,2827,6391,1386,1929,1101,2129,3230,1661,1764,646,1243,431,7418,3002,6379,1508,2042,1048,2302,3350,1955,1646,664,1180,448,552,8064,89.395241,20,62,0.243902439,No,No,No,No,No
SEA,1996,N,2995,6415,1725,2295,1010,2271,3281,1931,1803,904,1231,388,8274,2759,6259,1513,2042,1015,2256,3271,1751,1927,634,1535,423,613,7644,92.610786,57,25,0.695121951,Yes,No,Yes,Yes,No
TOR,1996,N,2897,6632,1446,2008,1135,2254,3389,1714,1883,722,1347,517,7829,2971,6390,1646,2274,1033,2352,3385,1967,1799,675,1338,442,497,8085,93.213951,30,52,0.365853659,No,No,No,No,No
UTA,1996,N,3131,6217,1858,2416,889,2410,3299,2199,1981,748,1259,418,8454,2708,6188,1796,2395,957,2101,3058,1593,2045,639,1330,373,521,7733,92.257584,64,18,0.780487805,Yes,No,Yes,Yes,Yes
VAN,1996,N,2819,6453,1230,1734,1023,2155,3178,1862,1755,657,1301,464,7313,3092,6556,1468,2018,1206,2426,3632,1974,1593,725,1251,461,500,8152,90.553474,14,68,0.170731707,No,No,No,No,No
